Nome: SAO FELIX DO XINGU
Codigo Estacao: A216
Latitude: -6.63972221
Longitude: -51.95694444
Altitude: 211
Situacao: Pane
Data Inicial: 2019-11-01
Data Final: 2022-05-20
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, VELOCIDADE HORARIA(m/s);
2021-05-12;0000;0;24.9;89;.5;
2021-05-12;0100;0;24.6;90;.5;
2021-05-12;0200;0;24.2;91;.4;
2021-05-12;0300;0;23.3;94;.6;
2021-05-12;0400;0;23.3;95;.4;
2021-05-12;0500;0;23.3;95;.6;
2021-05-12;0600;0;22.4;96;.4;
2021-05-12;0700;0;22.5;96;.2;
2021-05-12;0800;0;21.7;96;.5;
2021-05-12;0900;0;21.6;97;.9;
2021-05-12;1000;0;22;97;1;
2021-05-12;1100;0;23.3;97;1;
2021-05-12;1200;0;25.3;83;1.4;
2021-05-12;1300;0;28;72;2.2;
2021-05-12;1400;0;29.4;64;2.3;
2021-05-12;1500;0;30.3;61;2.4;
2021-05-12;1600;0;30.6;59;2;
2021-05-12;1700;0;30.7;58;2.1;
2021-05-12;1800;0;31.3;56;1.6;
2021-05-12;1900;0;31.1;54;2.9;
2021-05-12;2000;0;30.9;56;3;
2021-05-12;2100;0;28.2;71;1.9;
2021-05-12;2200;0;26;77;1.7;
2021-05-12;2300;0;25.2;80;1.5;
2021-05-13;0000;0;24.2;84;1.2;
2021-05-13;0100;0;23.5;89;1;
2021-05-13;0200;0;23.9;92;.8;
2021-05-13;0300;0;23.4;95;.5;
2021-05-13;0400;0;22.4;94;1;
2021-05-13;0500;0;22.4;96;.8;
2021-05-13;0600;0;22.1;96;.9;
2021-05-13;0700;0;21.5;96;.7;
2021-05-13;0800;0;21.3;97;1.1;
2021-05-13;0900;0;21;97;.8;
2021-05-13;1000;0;21.1;97;.8;
2021-05-13;1100;0;22.6;97;.4;
2021-05-13;1200;0;25.3;91;.7;
2021-05-13;1300;0;28.4;73;1.6;
2021-05-13;1400;0;30.2;60;2.6;
2021-05-13;1500;0;30.7;53;2.9;
2021-05-13;1600;0;32;46;3.8;
2021-05-13;1700;0;31.7;49;3.7;
2021-05-13;1800;0;32;47;2.7;
2021-05-13;1900;0;32.3;48;2.9;
2021-05-13;2000;0;31.4;50;2.8;
2021-05-13;2100;0;28.2;66;1.9;
2021-05-13;2200;0;26.8;70;1.6;
2021-05-13;2300;0;26.2;77;.7;
2021-05-14;0000;0;25.1;86;1;
2021-05-14;0100;0;24.7;87;.5;
2021-05-14;0200;0;23.7;91;.6;
2021-05-14;0300;0;22.5;94;1.1;
2021-05-14;0400;0;22.7;93;.8;
2021-05-14;0500;0;22.4;95;.6;
2021-05-14;0600;0;22.4;96;.3;
2021-05-14;0700;0;21.7;96;1.1;
2021-05-14;0800;0;21.6;96;.7;
2021-05-14;0900;0;21.8;96;.5;
2021-05-14;1000;0;21.5;96;1.1;
2021-05-14;1100;0;23.4;94;.9;
2021-05-14;1200;0;25.6;80;.7;
2021-05-14;1300;0;27.6;69;2.5;
2021-05-14;1400;0;28.8;63;2.7;
2021-05-14;1500;0;31.2;49;3.5;
2021-05-14;1600;0;31.5;47;3.1;
2021-05-14;1700;0;32;46;3.9;
2021-05-14;1800;0;32.3;43;2.2;
2021-05-14;1900;0;30.8;53;2.3;
2021-05-14;2000;0;30.8;50;2.9;
2021-05-14;2100;0;28.8;60;3.1;
2021-05-14;2200;0;26.1;75;2.2;
2021-05-14;2300;0;25.2;80;1.4;
2021-05-15;0000;0;25.6;78;.4;
2021-05-15;0100;0;24.8;85;.9;
2021-05-15;0200;0;24.6;82;1.2;
2021-05-15;0300;0;23.6;88;1.3;
2021-05-15;0400;0;23;91;.4;
2021-05-15;0500;0;22.8;92;.4;
2021-05-15;0600;0;22.3;95;.4;
2021-05-15;0700;0;21.8;95;.4;
2021-05-15;0800;0;21.3;96;.4;
2021-05-15;0900;0;21.4;95;.6;
2021-05-15;1000;0;20.7;96;.4;
2021-05-15;1100;0;23;95;.8;
2021-05-15;1200;0;25.9;80;1.1;
2021-05-15;1300;0;27;71;1.2;
2021-05-15;1400;0;28;68;1.6;
2021-05-15;1500;0;30.5;60;1.4;
2021-05-15;1600;0;31.3;53;2.1;
2021-05-15;1700;0;31.7;46;3.4;
2021-05-15;1800;0;31.2;50;4.1;
2021-05-15;1900;0;30.6;50;3.7;
2021-05-15;2000;0;30.1;52;3.7;
2021-05-15;2100;0;27.6;64;2.6;
2021-05-15;2200;0;25.6;74;2;
2021-05-15;2300;0;25.7;73;2;
2021-05-16;0000;0;25.9;75;1.5;
2021-05-16;0100;0;25.3;80;1.4;
2021-05-16;0200;0;23.7;89;1.9;
2021-05-16;0300;0;23.4;90;1.8;
2021-05-16;0400;0;23.3;90;1.7;
2021-05-16;0500;0;23.3;90;1.7;
2021-05-16;0600;0;23.4;89;1.8;
2021-05-16;0700;0;23.4;88;1.7;
2021-05-16;0800;0;23.2;91;.3;
2021-05-16;0900;0;22.5;93;.5;
2021-05-16;1000;0;23.1;92;1;
2021-05-16;1100;0;25;86;1.2;
2021-05-16;1200;0;27.1;71;1.8;
2021-05-16;1300;0;28.5;69;1.8;
2021-05-16;1400;0;29.5;64;2;
2021-05-16;1500;0;31.1;56;3.2;
2021-05-16;1600;0;31.4;54;4.5;
2021-05-16;1700;0;31.4;53;2.9;
2021-05-16;1800;0;31;55;2.2;
2021-05-16;1900;0;30.6;57;2.1;
2021-05-16;2000;0;30.4;61;1.5;
2021-05-16;2100;0;27.7;76;1.9;
2021-05-16;2200;0;26.2;84;2;
2021-05-16;2300;0;26.4;81;.4;
2021-05-17;0000;0;25.8;82;1.1;
2021-05-17;0100;0;26;81;.3;
2021-05-17;0200;0;25.5;89;1.8;
2021-05-17;0300;0;25;88;.9;
2021-05-17;0400;0;24.8;91;.7;
2021-05-17;0500;0;24.4;93;.7;
2021-05-17;0600;0;23.8;92;.8;
2021-05-17;0700;0;23.2;94;1.6;
2021-05-17;0800;0;23.3;95;.8;
2021-05-17;0900;0;22.9;96;1.1;
2021-05-17;1000;0;22.4;96;.8;
2021-05-17;1100;0;24.3;95;.7;
2021-05-17;1200;0;26.2;83;1.1;
2021-05-17;1300;0;29.1;67;2.6;
2021-05-17;1400;0;30.3;65;2.8;
2021-05-17;1500;0;31.7;54;4.8;
2021-05-17;1600;0;31.6;54;3.6;
2021-05-17;1700;0;31.4;52;3.6;
2021-05-17;1800;0;30.7;60;3;
2021-05-17;1900;0;31.4;55;2.7;
2021-05-17;2000;0;28.3;63;4.7;
2021-05-17;2100;3;24.7;87;3.3;
2021-05-17;2200;.4;25.3;84;1.4;
2021-05-17;2300;.2;25.1;90;1.3;
2021-05-18;0000;0;25.2;89;1.3;
2021-05-18;0100;0;24.8;92;1.7;
2021-05-18;0200;0;24.6;91;1.2;
2021-05-18;0300;0;24.8;91;1.2;
2021-05-18;0400;0;25;90;.7;
2021-05-18;0500;0;24.5;93;.5;
2021-05-18;0600;0;24.3;92;.7;
2021-05-18;0700;0;24;94;1.1;
2021-05-18;0800;0;23.8;93;.9;
2021-05-18;0900;0;23.5;93;1;
2021-05-18;1000;0;23.3;95;1.1;
2021-05-18;1100;0;24;94;.8;
2021-05-18;1200;0;25.1;89;.7;
2021-05-18;1300;0;26.2;84;.9;
2021-05-18;1400;0;26.8;80;1.4;
2021-05-18;1500;0;27.8;74;1.6;
2021-05-18;1600;0;29.4;66;1.4;
2021-05-18;1700;0;29.4;64;1.8;
2021-05-18;1800;0;29.8;63;1.3;
2021-05-18;1900;0;29.6;66;1.2;
2021-05-18;2000;0;29.2;69;1.8;
2021-05-18;2100;0;28.2;75;1.3;
2021-05-18;2200;.4;24.1;91;3.5;
2021-05-18;2300;.2;24;91;1.9;
2021-05-19;0000;0;24;93;1.4;
2021-05-19;0100;.4;24;93;2.1;
2021-05-19;0200;.2;23.5;94;2.4;
2021-05-19;0300;0;23.5;93;1.3;
2021-05-19;0400;0;23.4;94;2.1;
2021-05-19;0500;.2;23.3;94;1.6;
2021-05-19;0600;0;23.4;94;.9;
2021-05-19;0700;0;23.5;95;.8;
2021-05-19;0800;0;23.2;95;1.6;
2021-05-19;0900;0;23.2;95;.9;
2021-05-19;1000;.8;23.5;95;1.7;
2021-05-19;1100;0;23.7;94;1.5;
2021-05-19;1200;.2;23.8;90;3;
2021-05-19;1300;3;23.7;92;3.3;
2021-05-19;1400;0;24.2;88;3.2;
2021-05-19;1500;0;24.7;88;1.9;
2021-05-19;1600;0;26.4;80;1.6;
2021-05-19;1700;0;27;78;2;
2021-05-19;1800;0;27.6;76;2.3;
2021-05-19;1900;0;28;71;2.8;
2021-05-19;2000;0;27.6;73;3;
2021-05-19;2100;0;26.4;81;2.5;
2021-05-19;2200;0;25;88;1.5;
2021-05-19;2300;0;25.1;88;1.1;
2021-05-20;0000;0;24.5;91;1.2;
2021-05-20;0100;0;24.7;92;1.2;
2021-05-20;0200;0;24.4;91;.4;
2021-05-20;0300;0;23.9;92;1.3;
2021-05-20;0400;0;23.9;91;1.8;
2021-05-20;0500;0;23.6;91;2.2;
2021-05-20;0600;0;23.2;92;1.5;
2021-05-20;0700;0;23.3;93;1.6;
2021-05-20;0800;0;23.4;92;1.1;
2021-05-20;0900;0;24;92;1.1;
2021-05-20;1000;0;23.8;94;.6;
2021-05-20;1100;0;24.2;92;2;
2021-05-20;1200;0;25.1;88;1.2;
2021-05-20;1300;0;26.3;82;1.7;
2021-05-20;1400;0;29;69;2;
2021-05-20;1500;0;29.5;67;2.3;
2021-05-20;1600;0;31.7;60;1.9;
2021-05-20;1700;0;31.6;58;1.8;
2021-05-20;1800;0;32.5;56;2.1;
2021-05-20;1900;9.6;26.5;78;1.7;
2021-05-20;2000;.2;26.5;81;1.9;
2021-05-20;2100;.2;24.8;87;1.7;
2021-05-20;2200;.2;24.8;87;.4;
2021-05-20;2300;0;24.7;90;.9;
2021-05-21;0000;0;23.7;93;1.4;
2021-05-21;0100;0;23.7;93;.7;
2021-05-21;0200;0;23.6;94;.5;
2021-05-21;0300;0;23.4;94;.5;
2021-05-21;0400;0;23.3;94;.2;
2021-05-21;0500;0;23.2;95;.9;
2021-05-21;0600;0;23;95;.7;
2021-05-21;0700;0;22.8;95;.2;
2021-05-21;0800;0;23;96;.6;
2021-05-21;0900;0;22.9;95;1.1;
2021-05-21;1000;0;22.5;96;.8;
2021-05-21;1100;0;23.4;96;1.1;
2021-05-21;1200;0;25.3;91;1.4;
2021-05-21;1300;0;27.7;80;1;
2021-05-21;1400;0;29.7;70;1.7;
2021-05-21;1500;0;30.8;66;1.5;
2021-05-21;1600;0;32.2;57;3;
2021-05-21;1700;0;32.3;55;3.1;
2021-05-21;1800;0;32.7;53;2.8;
2021-05-21;1900;0;31.6;60;1.8;
2021-05-21;2000;0;28.8;69;3.7;
2021-05-21;2100;0;27.2;79;1.5;
2021-05-21;2200;0;26.4;84;.8;
2021-05-21;2300;0;25.9;84;1.8;
2021-05-22;0000;0;26;85;.9;
2021-05-22;0100;.6;24.9;92;1.3;
2021-05-22;0200;0;25.1;93;.7;
2021-05-22;0300;0;24.5;94;1;
2021-05-22;0400;0;24;94;1.8;
2021-05-22;0500;0;23.9;94;.6;
2021-05-22;0600;0;24;95;1.2;
2021-05-22;0700;.2;23.7;96;.5;
2021-05-22;0800;0;23.5;95;.7;
2021-05-22;0900;0;23.6;95;.6;
2021-05-22;1000;0;23.6;95;.6;
2021-05-22;1100;0;24.1;96;1;
2021-05-22;1200;0;25.4;91;.5;
2021-05-22;1300;0;27.5;83;.8;
2021-05-22;1400;0;29.1;70;2.2;
2021-05-22;1500;0;30;68;1.3;
2021-05-22;1600;0;31.5;60;2;
2021-05-22;1700;0;32.5;54;1.7;
2021-05-22;1800;0;32.2;53;2.9;
2021-05-22;1900;0;30.4;61;3.1;
2021-05-22;2000;0;28.9;69;1.5;
2021-05-22;2100;0;29.4;69;1.2;
2021-05-22;2200;0;28.4;75;1.4;
2021-05-22;2300;0;26.3;85;1.9;
2021-05-23;0000;0;25.2;90;1.2;
2021-05-23;0100;0;25.2;91;.8;
2021-05-23;0200;0;24.2;94;1.4;
2021-05-23;0300;0;24.2;94;1;
2021-05-23;0400;0;24;95;1;
2021-05-23;0500;0;23.5;94;1.2;
2021-05-23;0600;0;23.5;95;.9;
2021-05-23;0700;0;23.7;94;1.2;
2021-05-23;0800;0;23.2;95;.5;
2021-05-23;0900;0;23.1;96;.8;
2021-05-23;1000;0;23.2;95;1;
2021-05-23;1100;0;24.2;93;.7;
2021-05-23;1200;0;26.1;86;.6;
2021-05-23;1300;0;27.9;76;1.2;
2021-05-23;1400;0;29.4;71;.9;
2021-05-23;1500;0;31.5;57;3.7;
2021-05-23;1600;0;31.3;58;3.4;
2021-05-23;1700;0;32.1;55;3.6;
2021-05-23;1800;0;31.8;57;3;
2021-05-23;1900;0;32.1;55;2;
2021-05-23;2000;0;31.6;57;2;
2021-05-23;2100;0;30.3;64;1.3;
2021-05-23;2200;0;27.5;79;1.4;
2021-05-23;2300;0;26.5;82;1.4;
2021-05-24;0000;0;26.2;86;.8;
2021-05-24;0100;0;25.5;88;.6;
2021-05-24;0200;0;25;90;.5;
2021-05-24;0300;0;24.4;92;.9;
2021-05-24;0400;0;23.6;95;1.2;
2021-05-24;0500;0;23.2;95;1.5;
2021-05-24;0600;0;23.7;95;.5;
2021-05-24;0700;0;23;95;.3;
2021-05-24;0800;0;22.5;96;.4;
2021-05-24;0900;0;22.3;97;1.1;
2021-05-24;1000;0;22.6;97;1.4;
2021-05-24;1100;0;25.1;91;.7;
2021-05-24;1200;0;27.1;78;.9;
2021-05-24;1300;0;29;71;3;
2021-05-24;1400;0;30.5;64;2.5;
2021-05-24;1500;0;32.7;56;3.2;
2021-05-24;1600;0;32.5;50;4.9;
2021-05-24;1700;0;33.2;47;3.6;
2021-05-24;1800;0;32.5;50;2.3;
2021-05-24;1900;0;31.2;58;2.1;
2021-05-24;2000;0;30.7;60;2.7;
2021-05-24;2100;0;29.9;68;1.2;
2021-05-24;2200;0;28.2;74;.8;
2021-05-24;2300;0;27.3;80;.8;
2021-05-25;0000;0;25.8;85;1;
2021-05-25;0100;0;25.5;86;.9;
2021-05-25;0200;0;24.6;90;.7;
2021-05-25;0300;0;23.6;93;1.1;
2021-05-25;0400;0;23.2;93;.8;
2021-05-25;0500;0;22.4;96;1.1;
2021-05-25;0600;0;22.5;95;.6;
2021-05-25;0700;0;21.8;95;.6;
2021-05-25;0800;0;21.4;96;.7;
2021-05-25;0900;0;21;97;1.3;
2021-05-25;1000;0;21.2;97;1.3;
2021-05-25;1100;0;24.3;94;.7;
2021-05-25;1200;0;26.2;78;1.1;
2021-05-25;1300;0;28.7;67;1.8;
2021-05-25;1400;0;31;58;1.2;
2021-05-25;1500;0;32.7;47;2.9;
2021-05-25;1600;0;33.7;42;4;
2021-05-25;1700;0;34.6;39;4.6;
2021-05-25;1800;0;34.4;39;4.8;
2021-05-25;1900;0;34;41;3.6;
2021-05-25;2000;0;32.4;51;3.2;
2021-05-25;2100;0;29.9;65;1.6;
2021-05-25;2200;0;28.1;71;1.6;
2021-05-25;2300;0;27.2;71;.5;
2021-05-26;0000;0;26;79;.8;
2021-05-26;0100;0;24.2;91;.5;
2021-05-26;0200;0;23.7;93;.6;
2021-05-26;0300;0;23.7;94;.8;
2021-05-26;0400;0;23.2;89;.7;
2021-05-26;0500;0;22.5;95;.5;
2021-05-26;0600;0;21.5;96;1.1;
2021-05-26;0700;0;22;96;.6;
2021-05-26;0800;0;21.7;96;1.1;
2021-05-26;0900;0;20.6;96;1.4;
2021-05-26;1000;0;20.9;96;1.3;
2021-05-26;1100;0;23.8;87;.8;
2021-05-26;1200;0;26.9;79;.8;
2021-05-26;1300;0;28.7;69;1;
2021-05-26;1400;0;30.9;56;2.4;
2021-05-26;1500;0;33.2;45;2.3;
2021-05-26;1600;0;34.7;32;4.8;
2021-05-26;1700;0;34.6;32;4.6;
2021-05-26;1800;0;33.9;37;3.9;
2021-05-26;1900;0;33.6;40;3.4;
2021-05-26;2000;0;32.1;46;3.2;
2021-05-26;2100;0;29.7;58;2;
2021-05-26;2200;0;28.4;61;1.6;
2021-05-26;2300;0;26.8;77;.6;
2021-05-27;0000;0;25.5;81;.9;
2021-05-27;0100;0;25.4;76;.5;
2021-05-27;0200;0;23.3;90;.7;
2021-05-27;0300;0;22.9;92;.3;
2021-05-27;0400;0;22.7;94;.2;
2021-05-27;0500;0;22.5;94;.9;
2021-05-27;0600;0;21.4;96;.8;
2021-05-27;0700;0;20.4;97;1;
2021-05-27;0800;0;20;97;1.4;
2021-05-27;0900;0;20.4;97;.6;
2021-05-27;1000;0;19.9;97;.5;
2021-05-27;1100;0;22.2;97;.9;
2021-05-27;1200;0;25.4;82;.7;
2021-05-27;1300;0;27.7;61;2;
2021-05-27;1400;0;29.8;56;2;
2021-05-27;1500;0;32.3;43;3.3;
2021-05-27;1600;0;33.6;34;3;
2021-05-27;1700;0;33.4;33;3.3;
2021-05-27;1800;0;33;34;2.6;
2021-05-27;1900;0;33.4;34;3.3;
2021-05-27;2000;0;32.9;36;1.2;
2021-05-27;2100;0;30.4;48;.9;
2021-05-27;2200;0;26.5;71;1.8;
2021-05-27;2300;0;26.2;66;1;
2021-05-28;0000;0;24.7;82;1.1;
2021-05-28;0100;0;22.6;87;1.2;
2021-05-28;0200;0;23;92;1.2;
2021-05-28;0300;0;22.5;90;.4;
2021-05-28;0400;0;22;93;.4;
2021-05-28;0500;0;21.6;94;.8;
2021-05-28;0600;0;20.9;95;.4;
2021-05-28;0700;0;20.7;96;.5;
2021-05-28;0800;0;19.6;97;1.1;
2021-05-28;0900;0;19.4;97;1;
2021-05-28;1000;0;20;97;.6;
2021-05-28;1100;0;22.4;92;.8;
2021-05-28;1200;0;25.4;78;.7;
2021-05-28;1300;0;28.2;64;1.3;
2021-05-28;1400;0;30.3;53;2;
2021-05-28;1500;0;31.4;45;2;
2021-05-28;1600;0;32.4;41;3.3;
2021-05-28;1700;0;33.1;35;2.7;
2021-05-28;1800;0;32.8;38;2.7;
2021-05-28;1900;0;33.1;36;2.1;
2021-05-28;2000;0;32.4;38;1.9;
2021-05-28;2100;0;30.2;49;.9;
2021-05-28;2200;0;27.5;60;1;
2021-05-28;2300;0;24.4;80;2;
2021-05-29;0000;0;24.2;85;.8;
2021-05-29;0100;0;24;82;.9;
2021-05-29;0200;0;23;87;.3;
2021-05-29;0300;0;21.7;91;1.1;
2021-05-29;0400;0;21.4;93;1.2;
2021-05-29;0500;0;21.2;95;1.2;
2021-05-29;0600;0;21.5;94;1.3;
2021-05-29;0700;0;21.4;94;.8;
2021-05-29;0800;0;20.7;96;.7;
2021-05-29;0900;0;20.1;96;1;
2021-05-29;1000;0;20.3;97;.8;
2021-05-29;1100;0;23.2;89;.8;
2021-05-29;1200;0;26;74;.7;
2021-05-29;1300;0;28.4;61;1.2;
2021-05-29;1400;0;30.2;55;1.9;
2021-05-29;1500;0;31.9;49;1.5;
2021-05-29;1600;0;32.8;43;3.4;
2021-05-29;1700;0;33.1;35;3.5;
2021-05-29;1800;0;32.9;39;2.8;
2021-05-29;1900;0;33.1;40;2.2;
2021-05-29;2000;0;32.3;42;1.9;
2021-05-29;2100;0;30;55;1.1;
2021-05-29;2200;0;27.1;67;1.9;
2021-05-29;2300;0;26;81;.9;
2021-05-30;0000;0;25;85;.8;
2021-05-30;0100;0;24.2;83;1;
2021-05-30;0200;0;24.4;82;.7;
2021-05-30;0300;0;23;88;1.3;
2021-05-30;0400;0;22.4;92;.8;
2021-05-30;0500;0;21.5;94;1;
2021-05-30;0600;0;21.5;96;.6;
2021-05-30;0700;0;21;96;1.2;
2021-05-30;0800;0;20.3;97;.9;
2021-05-30;0900;0;19.8;97;.8;
2021-05-30;1000;0;19.8;97;1.4;
2021-05-30;1100;0;22.9;95;1.3;
2021-05-30;1200;0;25.6;77;.8;
2021-05-30;1300;0;27.9;60;2.1;
2021-05-30;1400;0;31;54;2.9;
2021-05-30;1500;0;32.3;43;2.5;
2021-05-30;1600;0;32.7;42;3.9;
2021-05-30;1700;0;33.2;41;2.6;
2021-05-30;1800;0;33.9;39;2.8;
2021-05-30;1900;0;33.8;40;2.3;
2021-05-30;2000;0;32.7;44;1.7;
2021-05-30;2100;0;30.2;57;2.5;
2021-05-30;2200;0;28;68;1.5;
2021-05-30;2300;0;27.3;71;.6;
2021-05-31;0000;0;25.7;82;.8;
2021-05-31;0100;0;25.3;82;.6;
2021-05-31;0200;0;24.5;87;.5;
2021-05-31;0300;0;23.6;88;1;
2021-05-31;0400;0;22.9;93;.2;
2021-05-31;0500;0;21.8;95;.7;
2021-05-31;0600;0;21.9;96;.9;
2021-05-31;0700;0;21.8;95;.4;
2021-05-31;0800;0;20.6;96;.8;
2021-05-31;0900;0;20.3;97;1;
2021-05-31;1000;0;21.2;97;.9;
2021-05-31;1100;0;23.4;92;1;
2021-05-31;1200;0;25.6;79;.8;
2021-05-31;1300;0;28.6;65;1.1;
2021-05-31;1400;0;30.8;50;2.3;
2021-05-31;1500;0;31.9;48;2.7;
2021-05-31;1600;0;33.5;34;4.1;
2021-05-31;1700;0;33.5;35;2.6;
2021-05-31;1800;0;33.7;33;2.4;
2021-05-31;1900;0;33.2;36;3.3;
2021-05-31;2000;0;32.4;40;3;
2021-05-31;2100;0;30;52;2.4;
2021-05-31;2200;0;27.8;62;1.4;
2021-05-31;2300;0;26.3;72;.5;
2021-06-01;0000;0;24.7;81;.9;
2021-06-01;0100;0;23.9;82;.5;
2021-06-01;0200;0;23.7;82;.4;
2021-06-01;0300;0;21.9;90;.8;
2021-06-01;0400;0;21.8;91;.8;
2021-06-01;0500;0;21.6;94;1.1;
2021-06-01;0600;0;21.4;95;1.2;
2021-06-01;0700;0;20.9;96;.1;
2021-06-01;0800;0;20.8;96;.9;
2021-06-01;0900;0;20.4;95;.7;
2021-06-01;1000;0;20.5;96;1.8;
2021-06-01;1100;0;22.9;87;.4;
2021-06-01;1200;0;25.1;76;1.7;
2021-06-01;1300;0;28;64;1.7;
2021-06-01;1400;0;30.3;50;2.4;
2021-06-01;1500;0;32.8;43;2.5;
2021-06-01;1600;0;33.5;32;5.1;
2021-06-01;1700;0;33.7;31;3.9;
2021-06-01;1800;0;33.4;35;2.3;
2021-06-01;1900;0;33.2;34;2.4;
2021-06-01;2000;0;32.2;40;2;
2021-06-01;2100;0;29.9;50;1.4;
2021-06-01;2200;0;28.3;56;1.4;
2021-06-01;2300;0;26.2;73;.4;
2021-06-02;0000;0;24.6;83;.4;
2021-06-02;0100;0;23.1;88;.3;
2021-06-02;0200;0;23.1;87;.5;
2021-06-02;0300;0;22;92;.5;
2021-06-02;0400;0;21.9;89;.8;
2021-06-02;0500;0;21.4;93;.6;
2021-06-02;0600;0;20.4;94;.6;
2021-06-02;0700;0;20.7;96;.3;
2021-06-02;0800;0;20.8;96;.7;
2021-06-02;0900;0;19.5;96;1;
2021-06-02;1000;0;19.9;96;1.2;
2021-06-02;1100;0;22.2;89;1;
2021-06-02;1200;0;25.2;75;1.1;
2021-06-02;1300;0;27.7;63;1.7;
2021-06-02;1400;0;30.3;54;2.2;
2021-06-02;1500;0;31.7;47;2.8;
2021-06-02;1600;0;32.7;48;2.3;
2021-06-02;1700;0;33.3;42;1.7;
2021-06-02;1800;0;33.3;39;2.6;
2021-06-02;1900;0;33.6;39;2.6;
2021-06-02;2000;0;33.2;40;2.1;
2021-06-02;2100;0;30.6;54;1.2;
2021-06-02;2200;0;27.7;67;1.1;
2021-06-02;2300;0;26.8;70;1.6;
2021-06-03;0000;0;26.8;70;1.3;
2021-06-03;0100;0;24.3;85;.7;
2021-06-03;0200;0;24.5;85;.2;
2021-06-03;0300;0;25.2;80;.4;
2021-06-03;0400;0;23.8;89;.4;
2021-06-03;0500;0;23.7;92;.6;
2021-06-03;0600;0;24.1;88;1.2;
2021-06-03;0700;0;24;90;1.2;
2021-06-03;0800;0;23.9;91;.7;
2021-06-03;0900;0;24.4;89;.7;
2021-06-03;1000;0;23.8;91;1.3;
2021-06-03;1100;0;26.1;83;.5;
2021-06-03;1200;0;28.5;69;.9;
2021-06-03;1300;0;29.9;62;2;
2021-06-03;1400;0;31.4;53;3;
2021-06-03;1500;0;32.8;46;4.8;
2021-06-03;1600;0;33;48;3.3;
2021-06-03;1700;0;33;45;4;
2021-06-03;1800;0;33.7;41;3.9;
2021-06-03;1900;0;33.2;43;3.4;
2021-06-03;2000;0;32.1;48;3.9;
2021-06-03;2100;0;29.7;56;2.4;
2021-06-03;2200;0;28.6;61;.6;
2021-06-03;2300;0;27;76;.4;
2021-06-04;0000;0;25.5;85;1.4;
2021-06-04;0100;0;25.2;80;.9;
2021-06-04;0200;0;24.7;83;.4;
2021-06-04;0300;0;22.8;91;1.6;
2021-06-04;0400;0;23.5;90;1.1;
2021-06-04;0500;0;23.2;91;.8;
2021-06-04;0600;0;23.4;92;.9;
2021-06-04;0700;0;23.2;89;1.3;
2021-06-04;0800;0;22.8;91;.5;
2021-06-04;0900;0;23.1;91;.9;
2021-06-04;1000;0;22.8;93;1;
2021-06-04;1100;0;25.4;86;1.4;
2021-06-04;1200;0;27.5;76;1.8;
2021-06-04;1300;0;28.7;64;1.8;
2021-06-04;1400;0;30.4;59;1.7;
2021-06-04;1500;0;30.5;57;2.6;
2021-06-04;1600;0;31.4;54;2.7;
2021-06-04;1700;0;31.7;54;2.9;
2021-06-04;1800;0;31.7;54;3.2;
2021-06-04;1900;0;31.4;56;3.6;
2021-06-04;2000;0;29;63;3;
2021-06-04;2100;0;27.8;67;1.5;
2021-06-04;2200;0;26.4;72;1.6;
2021-06-04;2300;0;25.8;81;1.1;
2021-06-05;0000;0;25.5;82;.5;
2021-06-05;0100;0;25;85;.5;
2021-06-05;0200;0;24.1;90;.7;
2021-06-05;0300;0;23.3;92;1;
2021-06-05;0400;0;22.9;91;.9;
2021-06-05;0500;0;22.5;95;.8;
2021-06-05;0600;0;22.6;95;.2;
2021-06-05;0700;0;22.5;94;.3;
2021-06-05;0800;0;22.1;95;.2;
2021-06-05;0900;0;21.2;96;.7;
2021-06-05;1000;0;21.6;96;.7;
2021-06-05;1100;0;22.9;96;1.1;
2021-06-05;1200;0;25.4;84;1.1;
2021-06-05;1300;0;28.8;66;1.8;
2021-06-05;1400;0;31;58;3.1;
2021-06-05;1500;0;31;58;2.8;
2021-06-05;1600;0;32.4;50;3.1;
2021-06-05;1700;0;32.7;46;3.6;
2021-06-05;1800;0;32.8;44;4.2;
2021-06-05;1900;0;33.1;43;3.2;
2021-06-05;2000;0;32.8;44;3;
2021-06-05;2100;0;30.4;58;2.3;
2021-06-05;2200;0;27.8;72;1.1;
2021-06-05;2300;0;27;76;.8;
2021-06-06;0000;0;26.2;81;1;
2021-06-06;0100;0;25.9;80;.6;
2021-06-06;0200;0;25.1;88;1.4;
2021-06-06;0300;0;24.3;92;1;
2021-06-06;0400;0;23.5;92;1.5;
2021-06-06;0500;0;23.2;94;1.1;
2021-06-06;0600;0;23.2;93;.3;
2021-06-06;0700;0;23;95;.4;
2021-06-06;0800;0;22.8;94;.7;
2021-06-06;0900;0;22.3;96;.4;
2021-06-06;1000;0;21.6;95;.7;
2021-06-06;1100;0;23.9;96;.4;
2021-06-06;1200;0;27;77;1;
2021-06-06;1300;0;29.1;65;2.5;
2021-06-06;1400;0;30.7;57;4.4;
2021-06-06;1500;0;32.4;49;4.3;
2021-06-06;1600;0;32.4;49;2.8;
2021-06-06;1700;0;32.6;46;3.2;
2021-06-06;1800;0;32.2;52;4.7;
